row_id,order_id,order_date,customer_id,customer_name,segment,city,state,product_id,category,sub_category,product_name,sales,quantity,discount,profit,order_year,order_month,order_dayofweek
393,US-2014-135972,2014-09-21,JG-15115,Jack Garza,Consumer,Des Moines,Washington,TEC-CO-10002313,Technology,Copiers,Canon PC1080F Personal Copier,1800,3,0,702,2014,2014-09,Sunday
394,US-2014-134971,2014-06-07,BP-11095,Bart Pistole,Corporate,Peoria,Illinois,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,12,3,1,-21,2014,2014-06,Saturday
395,CA-2017-102946,2017-06-30,VP-21730,Victor Preis,Home Office,Las Vegas,Nevada,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,76,3,0,26,2017,2017-06,Friday
396,CA-2017-165603,2017-10-17,SS-20140,Saphhira Shifley,Corporate,Warwick,Rhode Island,OFF-ST-10000798,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,50,2,0,9,2017,2017-10,Tuesday
397,CA-2017-165603,2017-10-17,SS-20140,Saphhira Shifley,Corporate,Warwick,Rhode Island,OFF-PA-10002552,Office Supplies,Paper,Xerox 1958,13,2,0,6,2017,2017-10,Tuesday
398,CA-2015-122259,2015-10-31,HP-14815,Harold Pawlan,Home Office,Jackson,Michigan,OFF-SU-10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",70,4,0,21,2015,2015-10,Saturday
399,CA-2016-108987,2016-09-08,AG-10675,Anna Gayman,Consumer,Houston,Texas,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,36,3,0,4,2016,2016-09,Thursday
400,CA-2016-108987,2016-09-08,AG-10675,Anna Gayman,Consumer,Houston,Texas,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",2396,4,0,-317,2016,2016-09,Thursday
401,CA-2016-108987,2016-09-08,AG-10675,Anna Gayman,Consumer,Houston,Texas,OFF-ST-10000934,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",131,4,0,-33,2016,2016-09,Thursday
402,CA-2016-108987,2016-09-08,AG-10675,Anna Gayman,Consumer,Houston,Texas,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,58,2,0,1,2016,2016-09,Thursday
403,CA-2014-113166,2014-12-24,LF-17185,Luke Foster,Consumer,Miami,Florida,OFF-PA-10001947,Office Supplies,Paper,Xerox 1974,10,2,0,3,2014,2014-12,Wednesday
404,CA-2014-155208,2014-04-16,SP-20650,Stephanie Phelps,Corporate,Wilmington,North Carolina,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",39,6,0,10,2014,2014-04,Wednesday
405,CA-2017-117933,2017-12-24,RF-19840,Roy Französisch,Consumer,New York City,New York,OFF-AP-10004249,Office Supplies,Appliances,Staple holder,36,3,0,10,2017,2017-12,Sunday
406,CA-2017-117457,2017-12-08,KH-16510,Keith Herrera,Consumer,San Francisco,California,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,180,5,0,38,2017,2017-12,Friday
407,CA-2017-117457,2017-12-08,KH-16510,Keith Herrera,Consumer,San Francisco,California,TEC-CO-10004115,Technology,Copiers,Sharp AL-1530CS Digital Copier,1200,3,0,435,2017,2017-12,Friday
408,CA-2017-117457,2017-12-08,KH-16510,Keith Herrera,Consumer,San Francisco,California,OFF-PA-10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",27,5,0,13,2017,2017-12,Friday
409,CA-2017-117457,2017-12-08,KH-16510,Keith Herrera,Consumer,San Francisco,California,FUR-TA-10002041,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",1004,7,0,-113,2017,2017-12,Friday
410,CA-2017-117457,2017-12-08,KH-16510,Keith Herrera,Consumer,San Francisco,California,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",10,1,0,5,2017,2017-12,Friday
411,CA-2017-117457,2017-12-08,KH-16510,Keith Herrera,Consumer,San Francisco,California,OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,28,9,0,14,2017,2017-12,Friday
412,CA-2017-117457,2017-12-08,KH-16510,Keith Herrera,Consumer,San Francisco,California,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,56,1,0,27,2017,2017-12,Friday
413,CA-2017-117457,2017-12-08,KH-16510,Keith Herrera,Consumer,San Francisco,California,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,1337,13,0,31,2017,2017-12,Friday
414,CA-2017-117457,2017-12-08,KH-16510,Keith Herrera,Consumer,San Francisco,California,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,114,2,0,-18,2017,2017-12,Friday
415,CA-2017-142636,2017-11-03,KC-16675,Kimberly Carter,Corporate,Seattle,Washington,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,140,7,0,66,2017,2017-11,Friday
416,CA-2017-142636,2017-11-03,KC-16675,Kimberly Carter,Corporate,Seattle,Washington,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,307,4,0,27,2017,2017-11,Friday
417,CA-2017-122105,2017-06-24,CJ-12010,Caroline Jumper,Consumer,Huntington Beach,California,OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,96,8,0,26,2017,2017-06,Saturday
418,CA-2016-148796,2016-04-14,PB-19150,Philip Brown,Consumer,Los Angeles,California,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,384,5,0,38,2016,2016-04,Thursday
419,CA-2017-154816,2017-11-06,VB-21745,Victoria Brennan,Corporate,Richmond,Kentucky,OFF-PA-10003845,Office Supplies,Paper,Xerox 1987,6,1,0,3,2017,2017-11,Monday
420,CA-2017-110478,2017-03-04,SP-20860,Sung Pak,Corporate,Los Angeles,California,OFF-AR-10001573,Office Supplies,Art,American Pencil,9,4,0,3,2017,2017-03,Saturday
421,CA-2017-110478,2017-03-04,SP-20860,Sung Pak,Corporate,Los Angeles,California,OFF-EN-10000483,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",15,1,0,7,2017,2017-03,Saturday
422,CA-2014-142048,2014-06-22,JE-15745,Joel Eaton,Consumer,Louisville,Colorado,TEC-AC-10004114,Technology,Accessories,KeyTronic 6101 Series - Keyboard - Black,197,6,0,57,2014,2014-06,Sunday
423,CA-2017-125388,2017-10-19,MP-17965,Michael Paige,Corporate,Lawrence,Massachusetts,FUR-FU-10004712,Furniture,Furnishings,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",57,4,0,15,2017,2017-10,Thursday
424,CA-2017-125388,2017-10-19,MP-17965,Michael Paige,Corporate,Lawrence,Massachusetts,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,33,3,0,9,2017,2017-10,Thursday
425,CA-2017-155705,2017-08-21,NF-18385,Natalie Fritzler,Consumer,Jackson,Mississippi,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,866,4,0,225,2017,2017-08,Monday
426,CA-2017-149160,2017-11-23,JM-15265,Janet Molinari,Corporate,Canton,Michigan,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,28,2,0,11,2017,2017-11,Thursday
427,CA-2017-149160,2017-11-23,JM-15265,Janet Molinari,Corporate,Canton,Michigan,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,288,8,0,138,2017,2017-11,Thursday
428,CA-2014-101476,2014-09-12,SD-20485,Shirley Daniels,Home Office,New Rochelle,New York,TEC-MA-10000029,Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",70,1,0,30,2014,2014-09,Friday
429,CA-2017-152275,2017-10-01,KH-16630,Ken Heidel,Corporate,San Antonio,Texas,OFF-AR-10000369,Office Supplies,Art,Design Ebony Sketching Pencil,7,6,0,1,2017,2017-10,Sunday
430,US-2016-123750,2016-04-15,RB-19795,Ross Baird,Home Office,Gastonia,North Carolina,OFF-BI-10004584,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,190,2,1,-145,2016,2016-04,Friday
431,US-2016-123750,2016-04-15,RB-19795,Ross Baird,Home Office,Gastonia,North Carolina,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,409,7,0,77,2016,2016-04,Friday
432,US-2016-123750,2016-04-15,RB-19795,Ross Baird,Home Office,Gastonia,North Carolina,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,292,5,0,55,2016,2016-04,Friday
433,US-2016-123750,2016-04-15,RB-19795,Ross Baird,Home Office,Gastonia,North Carolina,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,5,2,0,-1,2016,2016-04,Friday
434,CA-2016-127369,2016-06-06,DB-13060,Dave Brooks,Consumer,Lowell,Massachusetts,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,714,5,0,207,2016,2016-06,Monday
435,US-2014-150574,2014-12-19,MK-18160,Mike Kennedy,Consumer,Jacksonville,Florida,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,5,2,1,-4,2014,2014-12,Friday
436,US-2014-150574,2014-12-19,MK-18160,Mike Kennedy,Consumer,Jacksonville,Florida,TEC-AC-10002600,Technology,Accessories,Belkin QODE FastFit Bluetooth Keyboard,248,5,0,-19,2014,2014-12,Friday
437,CA-2016-147375,2016-06-12,PO-19180,Philisse Overcash,Home Office,Chicago,Illinois,TEC-MA-10002937,Technology,Machines,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",1008,3,0,43,2016,2016-06,Sunday
438,CA-2016-147375,2016-06-12,PO-19180,Philisse Overcash,Home Office,Chicago,Illinois,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,313,7,0,114,2016,2016-06,Sunday
439,CA-2017-130043,2017-09-15,BB-11545,Brenda Bowman,Corporate,Houston,Texas,OFF-PA-10002230,Office Supplies,Paper,Xerox 1897,32,8,0,12,2017,2017-09,Friday
440,CA-2017-157252,2017-01-20,CV-12805,Cynthia Voltz,Corporate,New York City,New York,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,208,3,0,2,2017,2017-01,Friday
441,CA-2016-115756,2016-09-05,PK-19075,Pete Kriz,Consumer,Detroit,Michigan,FUR-FU-10000246,Furniture,Furnishings,Aluminum Document Frame,12,1,0,4,2016,2016-09,Monday
442,CA-2016-115756,2016-09-05,PK-19075,Pete Kriz,Consumer,Detroit,Michigan,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,195,3,0,23,2016,2016-09,Monday
443,CA-2016-115756,2016-09-05,PK-19075,Pete Kriz,Consumer,Detroit,Michigan,OFF-ST-10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,71,3,0,21,2016,2016-09,Monday
444,CA-2016-115756,2016-09-05,PK-19075,Pete Kriz,Consumer,Detroit,Michigan,OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",91,4,0,42,2016,2016-09,Monday
445,CA-2016-115756,2016-09-05,PK-19075,Pete Kriz,Consumer,Detroit,Michigan,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,243,3,0,29,2016,2016-09,Monday
446,CA-2016-115756,2016-09-05,PK-19075,Pete Kriz,Consumer,Detroit,Michigan,OFF-LA-10001317,Office Supplies,Labels,Avery 520,22,7,0,11,2016,2016-09,Monday
447,CA-2017-154214,2017-03-20,TB-21595,Troy Blackwell,Consumer,Columbus,Indiana,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",3,1,0,1,2017,2017-03,Monday
448,CA-2016-166674,2016-04-01,RB-19360,Raymond Buch,Consumer,Auburn,New York,OFF-AR-10000588,Office Supplies,Art,Newell 345,60,3,0,15,2016,2016-04,Friday
449,CA-2016-166674,2016-04-01,RB-19360,Raymond Buch,Consumer,Auburn,New York,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,162,3,0,10,2016,2016-04,Friday
450,CA-2016-166674,2016-04-01,RB-19360,Raymond Buch,Consumer,Auburn,New York,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,264,6,0,71,2016,2016-04,Friday
451,CA-2016-166674,2016-04-01,RB-19360,Raymond Buch,Consumer,Auburn,New York,OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils,30,3,0,8,2016,2016-04,Friday
452,CA-2016-166674,2016-04-01,RB-19360,Raymond Buch,Consumer,Auburn,New York,OFF-AR-10004974,Office Supplies,Art,Newell 342,10,3,0,3,2016,2016-04,Friday
453,CA-2016-166674,2016-04-01,RB-19360,Raymond Buch,Consumer,Auburn,New York,TEC-PH-10002365,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,35,4,0,9,2016,2016-04,Friday
454,CA-2017-147277,2017-10-20,EB-13705,Ed Braxton,Corporate,Akron,Ohio,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,284,2,0,-76,2017,2017-10,Friday
455,CA-2017-147277,2017-10-20,EB-13705,Ed Braxton,Corporate,Akron,Ohio,OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,665,2,0,67,2017,2017-10,Friday
456,CA-2016-100153,2016-12-13,KH-16630,Ken Heidel,Corporate,Norman,Oklahoma,TEC-AC-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,64,4,0,25,2016,2016-12,Tuesday
457,US-2014-110674,2014-02-12,SC-20095,Sanjit Chand,Consumer,Concord,California,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",130,2,0,-24,2014,2014-02,Wednesday
458,US-2016-157945,2016-09-26,NF-18385,Natalie Fritzler,Consumer,Decatur,Illinois,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,748,3,0,-96,2016,2016-09,Monday
459,US-2016-157945,2016-09-26,NF-18385,Natalie Fritzler,Consumer,Decatur,Illinois,OFF-EN-10001415,Office Supplies,Envelopes,Staple envelope,9,2,0,3,2016,2016-09,Monday
460,CA-2015-109638,2015-12-15,JH-15985,Joseph Holt,Consumer,Seattle,Washington,OFF-AP-10002472,Office Supplies,Appliances,3M Office Air Cleaner,104,4,0,36,2015,2015-12,Tuesday
461,CA-2015-109638,2015-12-15,JH-15985,Joseph Holt,Consumer,Seattle,Washington,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,900,9,0,378,2015,2015-12,Tuesday
462,CA-2015-109638,2015-12-15,JH-15985,Joseph Holt,Consumer,Seattle,Washington,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,51,3,0,19,2015,2015-12,Tuesday
463,CA-2016-109869,2016-04-22,TN-21040,Tanja Norvell,Home Office,Phoenix,Arizona,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,24,5,0,7,2016,2016-04,Friday
464,CA-2016-109869,2016-04-22,TN-21040,Tanja Norvell,Home Office,Phoenix,Arizona,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,1273,6,0,-814,2016,2016-04,Friday
465,CA-2016-109869,2016-04-22,TN-21040,Tanja Norvell,Home Office,Phoenix,Arizona,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,28,5,1,-21,2016,2016-04,Friday
466,CA-2016-109869,2016-04-22,TN-21040,Tanja Norvell,Home Office,Phoenix,Arizona,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,185,2,0,-35,2016,2016-04,Friday
467,CA-2016-109869,2016-04-22,TN-21040,Tanja Norvell,Home Office,Phoenix,Arizona,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",78,2,0,6,2016,2016-04,Friday
468,US-2015-101399,2015-01-17,JS-15940,Joni Sundaresam,Home Office,Park Ridge,Illinois,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,255,7,1,-312,2015,2015-01,Saturday
469,CA-2017-154907,2017-03-31,DS-13180,David Smith,Corporate,Amarillo,Texas,FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library,205,2,0,-36,2017,2017-03,Friday
470,US-2016-100419,2016-12-16,CC-12670,Craig Carreira,Consumer,Chicago,Illinois,OFF-BI-10002194,Office Supplies,Binders,Cardinal Hold-It CD Pocket,5,3,1,-8,2016,2016-12,Friday
471,CA-2015-154144,2015-12-20,MH-17785,Maya Herman,Corporate,Lindenhurst,New York,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55,1,0,27,2015,2015-12,Sunday
472,CA-2014-144666,2014-11-09,JP-15520,Jeremy Pistek,Consumer,San Francisco,California,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,341,3,0,3,2014,2014-11,Sunday
473,CA-2014-144666,2014-11-09,JP-15520,Jeremy Pistek,Consumer,San Francisco,California,FUR-BO-10001601,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",223,2,0,10,2014,2014-11,Sunday
474,CA-2014-144666,2014-11-09,JP-15520,Jeremy Pistek,Consumer,San Francisco,California,TEC-PH-10002680,Technology,Phones,Samsung Galaxy Note 3,704,4,0,88,2014,2014-11,Sunday
475,CA-2014-144666,2014-11-09,JP-15520,Jeremy Pistek,Consumer,San Francisco,California,OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",93,6,0,25,2014,2014-11,Sunday
476,CA-2014-144666,2014-11-09,JP-15520,Jeremy Pistek,Consumer,San Francisco,California,OFF-PA-10001509,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",63,7,0,29,2014,2014-11,Sunday
477,CA-2014-144666,2014-11-09,JP-15520,Jeremy Pistek,Consumer,San Francisco,California,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,95,5,0,46,2014,2014-11,Sunday
478,CA-2016-103891,2016-07-12,KH-16690,Kristen Hastings,Corporate,Los Angeles,California,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,96,6,0,7,2016,2016-07,Tuesday
479,CA-2016-152632,2016-10-27,JE-15475,Jeremy Ellison,Consumer,Troy,New York,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,40,3,0,19,2016,2016-10,Thursday
480,CA-2016-100790,2016-06-26,JG-15805,John Grady,Corporate,New York City,New York,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,15,5,0,7,2016,2016-06,Sunday
481,CA-2016-100790,2016-06-26,JG-15805,John Grady,Corporate,New York City,New York,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",704,5,0,85,2016,2016-06,Sunday
482,CA-2014-134677,2014-10-06,XP-21865,Xylona Preis,Consumer,San Diego,California,TEC-AC-10001445,Technology,Accessories,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,9,3,0,2,2014,2014-10,Monday
483,CA-2014-127691,2014-07-22,EM-14065,Erin Mull,Consumer,New York City,New York,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",6,2,0,2,2014,2014-07,Tuesday
484,CA-2014-127691,2014-07-22,EM-14065,Erin Mull,Consumer,New York City,New York,TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,160,2,0,58,2014,2014-07,Tuesday
485,CA-2017-140963,2017-06-10,MT-18070,Michelle Tran,Home Office,Los Angeles,California,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,30,2,0,15,2017,2017-06,Saturday
486,CA-2017-140963,2017-06-10,MT-18070,Michelle Tran,Home Office,Los Angeles,California,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,514,5,0,-30,2017,2017-06,Saturday
487,CA-2017-140963,2017-06-10,MT-18070,Michelle Tran,Home Office,Los Angeles,California,TEC-PH-10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock,280,5,0,17,2017,2017-06,Saturday
488,CA-2014-154627,2014-10-29,SA-20830,Sue Ann Reed,Consumer,Chicago,Illinois,TEC-PH-10001363,Technology,Phones,Apple iPhone 5S,2736,6,0,342,2014,2014-10,Wednesday
489,CA-2014-133753,2014-06-09,CW-11905,Carl Weiss,Home Office,Huntsville,Texas,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,8,1,0,1,2014,2014-06,Monday
490,CA-2014-133753,2014-06-09,CW-11905,Carl Weiss,Home Office,Huntsville,Texas,TEC-AC-10000303,Technology,Accessories,Logitech M510 Wireless Mouse,64,2,0,10,2014,2014-06,Monday
491,CA-2014-133753,2014-06-09,CW-11905,Carl Weiss,Home Office,Huntsville,Texas,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,70,2,0,6,2014,2014-06,Monday
492,CA-2014-113362,2014-09-14,AJ-10960,Astrea Jones,Consumer,Rochester,New York,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,449,5,0,9,2014,2014-09,Sunday
493,CA-2014-113362,2014-09-14,AJ-10960,Astrea Jones,Consumer,Rochester,New York,OFF-EN-10003845,Office Supplies,Envelopes,Colored Envelopes,11,3,0,5,2014,2014-09,Sunday
494,CA-2016-169166,2016-05-09,SS-20590,Sonia Sunley,Consumer,Seattle,Washington,TEC-AC-10000991,Technology,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,94,2,0,13,2016,2016-05,Monday
495,US-2016-120929,2016-03-18,RO-19780,Rose O'Brian,Consumer,Memphis,Tennessee,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,190,3,0,-95,2016,2016-03,Friday
496,CA-2015-134782,2015-12-27,MD-17350,Maribeth Dona,Consumer,Fayetteville,Arkansas,OFF-EN-10001434,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",105,2,0,52,2015,2015-12,Sunday
497,CA-2016-126158,2016-07-25,SC-20095,Sanjit Chand,Consumer,Costa Mesa,California,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,120,8,0,40,2016,2016-07,Monday
498,CA-2016-126158,2016-07-25,SC-20095,Sanjit Chand,Consumer,Costa Mesa,California,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",256,4,0,82,2016,2016-07,Monday
499,CA-2016-126158,2016-07-25,SC-20095,Sanjit Chand,Consumer,Costa Mesa,California,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,242,2,0,18,2016,2016-07,Monday
500,CA-2016-126158,2016-07-25,SC-20095,Sanjit Chand,Consumer,Costa Mesa,California,FUR-FU-10000073,Furniture,Furnishings,Deflect-O Glasstique Clear Desk Accessories,69,9,0,23,2016,2016-07,Monday
501,US-2016-105578,2016-05-30,MY-17380,Maribeth Yedwab,Corporate,Parker,Colorado,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,23,2,1,-15,2016,2016-05,Monday
502,US-2016-105578,2016-05-30,MY-17380,Maribeth Yedwab,Corporate,Parker,Colorado,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,15,2,1,-12,2016,2016-05,Monday
503,US-2016-105578,2016-05-30,MY-17380,Maribeth Yedwab,Corporate,Parker,Colorado,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,802,2,0,50,2016,2016-05,Monday
504,US-2016-105578,2016-05-30,MY-17380,Maribeth Yedwab,Corporate,Parker,Colorado,OFF-BI-10000831,Office Supplies,Binders,Storex Flexible Poly Binders with Double Pockets,2,3,1,-2,2016,2016-05,Monday
505,US-2016-105578,2016-05-30,MY-17380,Maribeth Yedwab,Corporate,Parker,Colorado,OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",33,1,0,12,2016,2016-05,Monday
506,CA-2017-134978,2017-11-12,EB-13705,Ed Braxton,Corporate,New York City,New York,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",16,5,0,5,2017,2017-11,Sunday
507,CA-2015-145352,2015-03-16,CM-12385,Christopher Martinez,Consumer,Atlanta,Georgia,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,3,1,0,1,2015,2015-03,Monday
508,CA-2015-145352,2015-03-16,CM-12385,Christopher Martinez,Consumer,Atlanta,Georgia,OFF-AR-10003856,Office Supplies,Art,Newell 344,8,3,0,2,2015,2015-03,Monday
509,CA-2015-145352,2015-03-16,CM-12385,Christopher Martinez,Consumer,Atlanta,Georgia,OFF-ST-10001228,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle,47,3,0,12,2015,2015-03,Monday
510,CA-2015-145352,2015-03-16,CM-12385,Christopher Martinez,Consumer,Atlanta,Georgia,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,6355,5,0,3177,2015,2015-03,Monday
511,CA-2017-135307,2017-11-26,LS-17245,Lynn Smith,Consumer,Gladstone,Missouri,FUR-FU-10001290,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,126,3,0,40,2017,2017-11,Sunday
512,CA-2017-135307,2017-11-26,LS-17245,Lynn Smith,Consumer,Gladstone,Missouri,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,38,2,0,12,2017,2017-11,Sunday
513,CA-2016-106341,2016-10-20,LF-17185,Luke Foster,Consumer,Newark,Ohio,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",7,3,0,1,2016,2016-10,Thursday
514,CA-2017-163405,2017-12-21,BN-11515,Bradley Nguyen,Consumer,Los Angeles,California,OFF-AR-10003811,Office Supplies,Art,Newell 327,7,3,0,2,2017,2017-12,Thursday
515,CA-2017-163405,2017-12-21,BN-11515,Bradley Nguyen,Consumer,Los Angeles,California,OFF-AR-10001246,Office Supplies,Art,Newell 317,6,2,0,2,2017,2017-12,Thursday
516,CA-2017-127432,2017-01-22,AD-10180,Alan Dominguez,Home Office,Great Falls,Montana,TEC-CO-10003236,Technology,Copiers,Canon Image Class D660 Copier,3000,5,0,1380,2017,2017-01,Sunday
517,CA-2017-127432,2017-01-22,AD-10180,Alan Dominguez,Home Office,Great Falls,Montana,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,51,3,0,14,2017,2017-01,Sunday
518,CA-2017-127432,2017-01-22,AD-10180,Alan Dominguez,Home Office,Great Falls,Montana,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),12,2,0,5,2017,2017-01,Sunday
